curso,modulo,id_modulo,recurso,medio,tipo,lugar,criterio,metadatos_completos
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,4,oficio-tramos.png?v=3,foto,E2 AE1 etapa 3 (order),"Realiza unión de diferentes tipos de materiales, utilizando soldaduras autorizadas por la normativa y considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad.",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,5,oficio-tramos.png?v=3,foto,E2 AE1 etapa 4 (choice),"Realiza unión de diferentes tipos de materiales, utilizando soldaduras autorizadas por la normativa y considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad.",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,6,oficio-tramos.png?v=3,foto,E2 AE1 etapa 5 (choice),"Realiza unión de diferentes tipos de materiales, utilizando soldaduras autorizadas por la normativa y considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad.",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,7,oficio-tramos.png?v=3,foto,E2 AE1 etapa 6 (reflect),"Realiza unión de diferentes tipos de materiales, utilizando soldaduras autorizadas por la normativa y considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad.",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,8,oficio-tramos.png?v=3,foto,E2 AE2 etapa 1 (classify),"Arma diferentes redes de tuberías utilizando diversas soldaduras, considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,9,oficio-tramos.png?v=3,foto,E2 AE2 etapa 2 (choice),"Arma diferentes redes de tuberías utilizando diversas soldaduras, considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,10,oficio-tramos.png?v=3,foto,E2 AE2 etapa 3 (checklist),"Arma diferentes redes de tuberías utilizando diversas soldaduras, considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,11,oficio-tramos.png?v=3,foto,E2 AE2 etapa 4 (choice),"Arma diferentes redes de tuberías utilizando diversas soldaduras, considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,12,oficio-tramos.png?v=3,foto,E2 AE2 etapa 5 (choice),"Arma diferentes redes de tuberías utilizando diversas soldaduras, considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,13,oficio-tramos.png?v=3,foto,E2 AE2 etapa 6 (reflect),"Arma diferentes redes de tuberías utilizando diversas soldaduras, considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,14,oficio-tramos.png?v=3,foto,E2 AE3 etapa 1 (choice),"Instala diferentes redes de tuberías para la conducción de agua, aire y refrigerantes, asegurando su estabilidad mediante fijaciones apropiadas al plano y al material que las sustentará, considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,15,oficio-tramos.png?v=3,foto,E2 AE3 etapa 2 (choice),"Instala diferentes redes de tuberías para la conducción de agua, aire y refrigerantes, asegurando su estabilidad mediante fijaciones apropiadas al plano y al material que las sustentará, considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,16,oficio-plano-leyenda.png?v=3,foto,E2 AE3 etapa 3 (choice),"Instala diferentes redes de tuberías para la conducción de agua, aire y refrigerantes, asegurando su estabilidad mediante fijaciones apropiadas al plano y al material que las sustentará, considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,17,oficio-plano-leyenda.png?v=3,foto,E2 AE3 etapa 4 (choice),"Instala diferentes redes de tuberías para la conducción de agua, aire y refrigerantes, asegurando su estabilidad mediante fijaciones apropiadas al plano y al material que las sustentará, considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,18,oficio-tramos.png?v=3,foto,E2 AE3 etapa 5 (choice),"Instala diferentes redes de tuberías para la conducción de agua, aire y refrigerantes, asegurando su estabilidad mediante fijaciones apropiadas al plano y al material que las sustentará, considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,19,oficio-tramos.png?v=3,foto,E2 AE3 etapa 6 (reflect),"Instala diferentes redes de tuberías para la conducción de agua, aire y refrigerantes, asegurando su estabilidad mediante fijaciones apropiadas al plano y al material que las sustentará, considerando las técnicas establecidas desde fábrica, la normativa técnica y de seguridad respectiva.",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,20,oficio-cruce.png?v=3,foto,E3 Situación 1,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,21,oficio-tramos.png?v=3,foto,E3 Situación 2,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,22,oficio-tramos.png?v=3,foto,E3 Situación 3,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,23,oficio-tramos.png?v=3,foto,E3 Situación 4,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,24,oficio-tramos.png?v=3,foto,E3 Situación 5,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,25,oficio-tramos.png?v=3,foto,E3 Situación 6,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,26,oficio-tramos.png?v=3,foto,E3 Situación 7,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,27,oficio-tramos.png?v=3,foto,E3 Situación 8,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,28,oficio-plano-leyenda.png?v=3,foto,E3 Situación 9,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,29,oficio-equipo-ctrl.png?v=3,foto,E3 Situación 10,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,30,oficio-tramos.png?v=3,foto,E3 Situación 11,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,31,oficio-tramos.png?v=3,foto,E3 Situación 12,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,32,oficio-tramos.png?v=3,foto,E3 Situación 13,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,33,oficio-tramos.png?v=3,foto,E3 Situación 14,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,34,oficio-tramos.png?v=3,foto,E3 Situación 15,Decidir en la situación con evidencia visible,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,35,oficio-tramos.png?v=3,3d-procedure,E3 Situación final 3D,"Recorrer el procedimiento (armar, instalar, diagnosticar) en el equipo",1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,36,oficio-cruce.png?v=3,foto,E4 Ítem 1,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,37,oficio-tramos.png?v=3,foto,E4 Ítem 2,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,38,oficio-tramos.png?v=3,foto,E4 Ítem 3,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,39,oficio-tramos.png?v=3,foto,E4 Ítem 4,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,40,oficio-tramos.png?v=3,foto,E4 Ítem 5,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,41,oficio-tramos.png?v=3,foto,E4 Ítem 6,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,42,oficio-tramos.png?v=3,foto,E4 Ítem 7,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,43,oficio-tramos.png?v=3,foto,E4 Ítem 8,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,44,oficio-plano-leyenda.png?v=3,foto,E4 Ítem 9,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,45,oficio-equipo-ctrl.png?v=3,foto,E4 Ítem 10,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,46,oficio-tramos.png?v=3,foto,E4 Ítem 11,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,47,oficio-tramos.png?v=3,foto,E4 Ítem 12,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,48,oficio-tramos.png?v=3,foto,E4 Ítem 13,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,49,oficio-tramos.png?v=3,foto,E4 Ítem 14,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,50,oficio-tramos.png?v=3,foto,E4 Ítem 15,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,51,oficio-tramos.png?v=3,foto,E4 Ítem 16,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,52,oficio-tramos.png?v=3,foto,E4 Ítem 17,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,53,oficio-tramos.png?v=3,foto,E4 Ítem 18,Imagen real del estímulo; el dato se lee en la figura,1
Refrigeración y Climatización,Instalación y montaje de redes de refrigeración y climatización,3,54,oficio-tramos.png?v=3,foto,E4 Ítem 19,Imagen real del estímulo; el dato se lee en la figura,1
